Time TermienWest TermienEast Boxbergheide Winterslag OudWinterslag ZwartbergSouth ZwartbergNWest ZwartbergNEast WaterscheiGarden Total
"2013-12-02 08:00:00" 6764769.3 8756209.20625 23675026.2875 29610226.5 3813558.330859375 10046656.868733907 5636492.5546875 8054947.5 35087931.2 131445817.74803078
"2013-12-02 09:00:00" 6522560.3875 8478490.45625 22420232.1375 28912289.5 3523537.005859375 9230226.618733907 5364993.4171875 7845144.0 34066169.8 126363643.32303078
"2013-12-02 10:00:00" 6324855.1625 8314832.50625 21637083.3375 28433309.8 3329789.243359375 9081408.718733907 5289010.4921875 7798131.8 33327472.6 123535893.66053078
"2013-12-02 11:00:00" 6249489.3125 8287635.70625 21534248.7375 28372345.2 3275481.918359375 8960391.268733907 5262546.5421875 7855045.25 33394511.4 123191695.33553079
"2013-12-02 12:00:00" 6231778.7625 8346968.35625 21958276.7375 28541257.8 3174062.268359375 8968814.118733907 5316089.4921875 7860102.0 33740416.6 124137766.13553078
"2013-12-02 13:00:00" 6278345.4125 8485111.00625 22318706.9375 28862280.4 3247321.093359375 8966178.468733907 5378591.7671875 7821760.1 33963466.0 125321761.18553078
"2013-12-02 14:00:00" 6349876.0125 8609041.25625 22452806.7375 29176716.9 3274208.143359375 9071567.918733906 5379088.0671875 7880122.5 33793181.4 125986608.93553078
"2013-12-02 15:00:00" 6408098.7125 8678169.00625 22625961.7375 28877884.6 3303107.343359375 9096967.618733907 5443170.7921875 7985091.625 34021572.6 126440024.03553078
"2013-12-02 16:00:00" 6468202.4125 8712045.60625 22622895.5375 29106575.2 3327601.968359375 9144570.618733907 5493564.0171875 7983615.875 34185065.2 127044136.43553078
"2013-12-02 17:00:00" 6425759.3125 8646585.05625 22584107.1375 29058981.2 3351107.918359375 9204249.568733906 5482668.4421875 7943691.825 34122615.8 126819766.26053078
"2013-12-02 18:00:00" 6204967.1375 8611225.30625 22556252.6375 28939339.5 3352893.543359375 9177589.318733906 5488014.6921875 7915807.975 34014735.2 126260825.31053078
"2013-12-02 19:00:00" 6123330.0875 8624192.30625 22436297.5375 28785689.5 3352168.393359375 9137684.568733906 5476009.4921875 7887414.325 33933566.6 125756352.81053078
"2013-12-02 20:00:00" 6169967.7875 8664058.80625 22416366.7375 28683822.5 3371807.418359375 9181018.418733906 5491667.4421875 7865805.225 33877868.4 125722382.73553078
"2013-12-02 21:00:00" 6263797.1125 8736492.70625 22542058.9375 28752950.1 3418078.280859375 9262333.618733907 5509699.6171875 7894210.725 33937451.6 126317072.69803078
